ID,true_all_k,true_rural_k,true_urban_k,true_beta,recovered_all_k,recovered_rural_k,recovered_urban_k,recovered_beta
sim_165,0.00225378999821485,0.308599069252371,0.584049431798207,1.98542896559445,0.195233664571709,0.283077532120424,0.492647243893446,5.7118017374562
sim_166,0.290561584417219,0.302331619533022,0.597703847720866,2.04716249213131,0.290715163223774,0.372640042662203,0.409723951348659,6.55510333544466
sim_167,0.653893102342728,0.279082388584877,0.547597036626384,1.90551919962867,0.641559953013788,0.364640484321377,0.616281237768986,2.37360867024892
sim_168,0.894684385570656,0.367987120216267,0.607689370808438,1.92989122024865,0.927107391054498,0.48327682472929,0.603326006034738,4.08947811734816
sim_169,0.0699951008358816,0.614530041043366,0.60649704101796,1.97671582756134,0.350375285547753,0.566848236002698,0.520581663080182,2.78440881969628
sim_170,0.249786119613845,0.689561789982486,0.575628491487996,2.00341381482516,0.257975858002957,0.649025587560364,0.536857894521038,3.13649213702976
sim_171,0.593527074681406,0.687465800493165,0.608776825523607,2.01669360056148,0.62527142456786,0.674988920031118,0.676957590818186,5.26175385894359
sim_172,0.975083549822651,0.642133341476177,0.548145913658202,2.03727926519911,0.876113565370882,0.572096339312769,0.635336869527426,3.58019675374992
sim_173,0.0786288255851756,0.932101974748886,0.513232422040572,2.03375489972888,0.294316703264761,0.888530496747877,0.62988351651113,3.22362066439388
sim_174,0.366524354708495,0.975755453222145,0.597468215403587,1.97546809879715,0.410567245777155,0.808903355636007,0.748043623697339,3.58317285329678
sim_175,0.52770308501692,0.823724538169691,0.681901882160786,2.0761134415025,0.709871295630364,0.718284291295889,1.22158764287832,4.88765535175822
sim_176,0.895572467861199,0.908359074438809,0.615101870979185,1.96726378771342,0.741056003727224,0.840741921212746,0.74123734673069,3.04934854371389
sim_177,0.000337282255974662,0.0426847778649553,0.880354188253321,2.05680053377282,0.192111141819586,0.257720215142579,0.382631953288726,3.94390009231488
sim_178,0.258788105704686,0.0557653778104754,0.951649580754764,2.05414036831159,0.284307644740863,0.28077598322467,0.533692317488539,5.44160974582303
sim_179,0.561775316131345,0.0564116708300272,0.826673200836347,2.01719460443767,0.630922452355913,0.185741529953606,0.663527051318836,3.62019960515897
sim_180,0.878701665815969,0.016894995538343,0.898117540318761,2.02468661114925,0.579054549359446,0.184191036215002,0.504183047343567,3.17852416531197
sim_181,0.0366310029050312,0.224863053675033,0.904055403591809,1.96177290327392,0.196039428960315,0.191733532909515,0.730352674679324,6.30122370186232
sim_182,0.354547892103666,0.258922062769371,0.907331194098216,2.01594562193729,0.284380894225759,0.497354320454555,0.61486745312542,2.79581273558647
sim_183,0.539676600712046,0.365801666734209,0.84747460993996,2.05348660509884,0.737388588298688,0.447899514138036,0.662267899197582,5.78693296271793
sim_184,0.874919373405858,0.251420245545048,0.886422847987311,1.93576984280332,0.719596405903264,0.313885422688774,0.658868796865523,2.78361743819392
sim_185,0.105739883308899,0.672332225316313,0.901469905410815,2.00030621541048,0.193525559373692,0.353850757726572,0.721433768438511,4.6312058774017
sim_186,0.306281186702542,0.550733351244869,0.891836979060892,1.98302330449929,0.335804985876613,0.569700228682433,0.750108876132423,3.49518954568774
sim_187,0.62060867868462,0.634449022035427,0.959688645523756,2.09914149905012,0.545199596629325,0.597660313148516,0.650919981062706,4.22785518809597
sim_188,0.859736232728317,0.585575623070501,0.938772900709684,1.95052260202327,0.798188278338488,0.513843453448371,0.905844125738367,3.64716018705405
sim_189,0.0697249249860351,0.955467138291463,0.965183242511819,2.06067988930088,0.187512080482201,0.560700537739565,0.729671331212905,2.47695878967901
sim_190,0.291415661383588,0.942887916827058,0.869518059295419,1.98072956813679,0.5790141014793,0.821274318630873,0.602823661254113,2.9034963982611
sim_191,0.561232486459447,0.934538535278008,0.866068906679316,2.01287527779317,0.423762680044332,0.819368527824311,0.528282266180454,4.15897596884602
sim_192,0.893995911074245,0.896716090831981,0.857227918124785,1.98907090120017,0.543014717542463,0.587467124200922,1.07917148125042,4.44714413216691
sim_193,0.0695230691599088,0.0456285732183876,0.049226033754062,3.12077520468721,0.282388845646897,0.191517297625891,0.191750222268483,6.17676942150732
sim_194,0.280733080580373,0.02900877114182,0.0291111964191856,2.90841628069114,0.60768142661534,0.189046785461622,0.269578057355263,4.88596997943729
sim_195,0.622732279360212,0.0522653661572029,0.0350415699002776,3.00013461807174,0.722968990348876,0.1913971582759,0.191607646886832,6.10509819863718
