ID,true_rural_k,true_urban_k,true_beta,recovered_rural_k,recovered_urban_k,recovered_beta
sim_102,0.346830593188786,0.249962910421733,5.95650163762976,0.401284136409636,0.293381733450305,3.52217377303194
sim_103,0.708082231747647,0.24047737514476,5.94627555331783,0.594262357042083,0.283373253038047,6.05698980411041
sim_104,0.872797765969706,0.259883727110236,6.06121208876269,0.73006772996552,0.368483525051966,5.95959684667826
sim_105,0.00479191256161234,0.555563599085595,5.98394117291666,0.192074408405101,0.487751193473546,7.07740612243888
sim_106,0.280176955872798,0.53431294119964,6.06538215522313,0.37505670599124,0.558775953739456,6.32592882341843
sim_107,0.555070545824972,0.617303732719002,6.03086829941238,0.34174965379489,0.592842493836037,3.9279498157559
sim_108,0.946226748931207,0.590839446300601,6.0448988060701,0.610046054564199,0.353406023527301,4.84625821525163
sim_109,0.0042568195520382,0.912075124646899,6.03010585873654,0.192625261481718,0.801281573092486,7.39684393744998
sim_110,0.29718568866028,0.839424849079861,6.08106221146267,0.379808636126984,0.693938845543432,7.31518631504175
sim_111,0.637897914375526,0.928864020676727,6.02048782231571,0.466335915072762,0.652162524944048,3.01855591414669
sim_112,0.937627316712793,0.855933924555744,6.0665069451488,0.798381772275981,0.992800129780636,6.53557315880362
sim_113,0.0231849875609568,0.040641877868209,7.03406647067004,0.191667660773582,0.189162793666453,6.85155305285468
sim_114,0.345258392166427,0.0106122248967432,7.024178214936,0.290093321403308,0.189380309295633,6.9664234241848
sim_115,0.527250575669188,0.0084743294269529,7.009509643389,0.378999557395565,0.189777604086832,7.1687303221335
sim_116,0.961507716278916,0.0138352274899299,7.01143282404478,0.844177978060958,0.186647709037988,5.66111323828887
sim_117,0.02271260509327,0.432895094564005,6.9756722578611,0.189428565158286,0.366431397406335,5.64796193528145
